a;b;c;d;e;t
-68154146.79; 47355.12; 139.06; 974.47; -1435; 0
-606326823.59; 117688.50; 5849.98; 529.64; -4908; -2
28624163.27; 59472.77; 1429.71; 449.19; 470; 0
501099852.23; 64259.73; 5599.44; 757.04; 7173; 4
548287913.87; 61811.94; 1029.08; 596.82; 8725; 0
-696095361.14; 112545.60; 3238.72; 652.72; -6012; -1
437197644.69; 102157.59; 3855.42; 161.75; 4124; 1
-343183028.74; 46629.62; -2399.30; 14.47; -7759; 1
1076149858.73; 108948.26; 5511.41; 55.93; 9402; 5
-148884813.72; 20252.39; -2680.71; 492.71; -8473; 2
232528889.85; 29814.28; 3846.53; 613.91; 6908; 2
-187952107.96; 44785.33; 1783.58; 411.33; -4036; 0
-766120449.76; 89874.07; 6907.19; 104.38; -7916; -5
-95513421.65; 50645.25; 3013.98; 316.04; -1780; 0
44151008.41; 7051.41; -25.47; 241.49; 6284; 0
-123270983.19; 14427.64; 119.32; 974.90; -8474; 0
-612544788.13; 109172.42; 1615.21; 459.35; -5529; 0
80902554.51; 9780.01; -1357.05; 983.00; 9605; -1
10313819.05; 27769.29; 1531.33; 126.49; 352; 0
-132303349.57; 8974.91; 4852.78; 142.90; -9568; -4
32362386.86; 2229.23; 6541.07; 267.70; 3690; 2
222884385.22; 33808.65; -778.95; 546.91; 6748; 0
-389723490.89; 64129.23; -2493.38; 949.94; -6323; 1
217641062.17; 45589.90; 3561.20; 591.32; 4428; 1
302296435.16; 34027.91; -1634.38; 364.91; 9332; -1
-21258007.38; 2854.31; 5534.80; 927.07; -2534; -1
272162123.35; 30935.15; -1920.00; 505.89; 9380; -1
-315320818.49; 37007.53; 1973.90; 401.14; -8089; -1
-213717840.25; 88732.89; -16.47; 369.29; -2409; 0
1012426062.34; 116638.14; -2971.81; 368.89; 8907; -2
27602874.68; 1103.09; 6714.20; 497.34; 3531; 2
-235487653.55; 28181.43; 6633.42; 288.22; -6764; -4
39198192.56; 4617.55; 61.15; 723.84; 8378; 0
-543784629.73; 103650.83; 4242.94; 983.64; -5040; -2
80651222.13; 5546.82; 3175.06; 35.05; 9247; 2
-133905202.60; 43999.44; -253.86; 671.59; -3061; 0
540683805.12; 65735.38; 5146.08; 549.90; 7628; 3
-186583041.12; 34400.34; 651.89; 860.43; -5323; 0
385030589.61; 79507.66; 324.52; 52.81; 4823; 0
184852567.65; 44497.52; 5611.60; 190.33; 3689; 2
919421860.87; 108100.24; 5282.65; 431.90; 8109; 4
-159155893.49; 69459.45; 5934.15; 99.20; -2111; -1
-189811384.51; 29998.85; 6951.00; 452.83; -5137; -3
-337446760.37; 73988.88; 4706.72; 829.70; -4288; -2
-456958805.86; 58763.26; 313.51; 215.40; -7735; 0
-249694356.80; 85125.06; -2554.18; 79.19; -3024; 0
17245935.54; 122353.53; -903.28; 883.77; 142; 0
314329257.66; 36589.33; 2594.07; 729.08; 8022; 2
455456066.81; 111277.00; 5207.93; 235.42; 3910; 2
377904908.40; 33265.83; 4665.01; 372.29; 9963; 4
390622025.29; 33859.20; 6515.17; 272.56; 9675; 6
398589584.87; 73295.45; 4767.53; 504.81; 5106; 2
-383313156.11; 52472.99; -1364.57; 464.83; -7500; 1
-170410170.81; 23664.89; 421.36; 797.14; -7075; 0
201248608.59; 42792.83; 3738.64; 131.16; 4325; 1
-174862376.46; 54027.74; -1358.35; 593.48; -3320; 0
-620765447.24; 70901.96; 2639.73; 16.59; -8441; -2
-75756669.54; 11940.45; -2732.15; 112.21; -8227; 2
-73661099.58; 1818.58; 6874.02; 295.23; -8474; -5
837211636.41; 90441.65; 6413.01; 204.69; 8644; 5
-14354854.30; 17619.95; -2217.75; 429.08; -932; 0
-938007272.57; 95376.22; 3392.58; 328.89; -9497; -3
137353089.39; 82979.93; 1182.50; 893.72; 1632; 0
229554693.02; 66365.99; -402.00; 689.61; 3480; 0
515448051.60; 47267.96; 5810.82; 105.02; 9711; 5
270066147.00; 84561.58; 6738.68; 987.40; 2958; 1
46751114.94; 14412.36; 354.26; 361.32; 3166; 0
-730046732.93; 100098.63; 2652.50; 102.53; -7105; -1
623687992.14; 63239.34; -632.63; 671.53; 9962; 0
831999422.41; 98814.70; 4347.04; 501.63; 8065; 3
21710591.36; 373.57; 5490.99; 250.08; 3702; 2
-357263731.27; 51808.44; 3504.11; 964.52; -6459; -2
-199477893.74; 71104.05; 470.36; 786.66; -2787; 0
64370878.67; 12276.29; 5734.59; 38.93; 3574; 2
624825159.97; 99416.16; 3317.34; 258.62; 6082; 2
508618050.50; 67744.93; 3480.12; 972.70; 7141; 2
-664845658.48; 119040.92; 6330.70; 748.56; -5303; -3
-49051005.58; 54076.17; -1446.34; 109.76; -932; 0
83451925.90; 15346.51; -2160.87; 221.42; 6329; -1
54422796.18; 77993.17; 3113.82; 933.81; 671; 0
293854078.01; 48773.41; 3135.10; 69.23; 5661; 1
119035348.63; 16723.65; -1894.28; 934.42; 8027; -1
-44129640.69; 62202.60; -222.77; 641.51; -712; 0
-316904553.89; 54607.89; -1139.94; 592.18; -5927; 0
179817529.70; 78305.85; 3690.29; 288.68; 2193; 0
725645976.11; 118008.05; -2127.19; 868.87; 6262; -1
90083826.39; 4703.54; 6170.89; 184.35; 8284; 5
-235912411.60; 94678.17; 1534.07; 798.57; -2452; 0
-444840279.29; 41275.06; 6245.53; 274.24; -9361; -5
157493912.49; 48586.01; -2856.07; 189.42; 3444; 0
9021888.17; 953.48; -2118.65; 467.37; -7743; 1
221343313.89; 55175.68; -1659.41; 9.45; 4136; 0
-105319369.20; 37567.95; 4542.95; 924.67; -2501; -1
57609976.66; 21361.03; 4944.90; 701.17; 2190; 1
13693808.36; 5612.85; 5620.79; 6.91; 1219; 0
-484910873.81; 56596.11; 3972.33; 757.38; -8006; -3
151999064.44; 81802.92; 6007.05; 336.39; 1731; 1
333533346.69; 73197.02; 6595.65; 891.17; 4180; 2
562218765.41; 105580.74; 6236.84; 652.60; 5028; 3
55225148.18; 103923.43; -891.44; 693.44; 536; 0
955073386.17; 122972.95; 294.13; 307.34; 7748; 0
-82984267.75; 76987.52; 423.17; 515.60; -1072; 0
445487281.57; 65508.09; -1994.07; 16.88; 7014; -1
-258993480.91; 104582.18; 486.17; 339.16; -2465; 0
7373662.60; 51923.46; 3103.87; 396.05; 134; 0
-50553646.38; 27338.34; 1632.24; 826.46; -1745; 0
-611361698.70; 101708.24; -68.72; 326.67; -6015; 0
943433580.47; 120399.15; 1020.87; 88.45; 7770; 0
-209761572.03; 59205.58; 2308.08; 607.50; -3410; 0
111975944.96; 6895.60; 6698.66; 221.43; 8237; 5
-50073740.26; 2732.76; 6797.84; 514.75; -5254; -3
432010377.73; 52647.49; 2329.65; 86.01; 7858; 1
-135464576.81; 36309.13; 6763.86; 479.03; -3145; -2
191755753.02; 27715.97; -271.33; 523.95; 6987; 0
-218516076.64; 46292.15; 4655.87; 795.65; -4289; -2
-942445656.13; 112628.37; 4097.62; 88.44; -8074; -3
-131003299.11; 37007.96; 1308.30; 5.58; -3419; 0
38205075.82; 38261.20; 4236.10; 972.88; 899; 0
-612446005.69; 65192.23; 6809.42; 316.72; -8506; -5
497776719.03; 69452.06; 4965.15; 12.67; 6689; 3
-297723753.73; 62813.08; 5865.98; 819.57; -4335; -2
999836665.69; 112488.01; 513.42; 503.51; 8848; 0
177897193.09; 20519.55; 180.62; 442.24; 8594; 0
221036870.18; 97411.79; 4448.52; 504.04; 2170; 0
239053524.81; 50450.78; 1438.41; 244.58; 4607; 0
211428658.85; 33164.42; 3345.45; 32.08; 5791; 1
192948914.70; 23895.20; 1476.12; 914.90; 7605; 1
317752469.13; 120805.72; -2638.20; 283.93; 2689; 0
-666277276.75; 82497.29; 1639.25; 420.04; -7919; -1
-66105930.68; 8732.76; 4021.61; 294.80; -5183; -2
359837221.16; 65185.35; -2735.30; 341.12; 5762; -1
75666294.61; 117782.53; 5452.48; 435.28; 614; 0
11505154.35; 4652.06; -1638.66; 12.06; 3818; 0
-444572056.59; 50986.10; -1818.66; 910.07; -9042; 1
-334819164.79; 83092.92; -1310.03; 295.57; -4094; 0
409409723.12; 122806.16; 5294.50; 928.78; 3196; 1
-273400307.24; 30448.72; 4765.13; 979.13; -7764; -3
7980183.17; 20967.70; -22.34; 480.81; 381; 0
-115592144.41; 117619.09; 4185.06; 165.59; -949; 0
5754411.93; 2706.50; -137.57; 19.59; 2240; 0
328829584.77; 77452.28; 3281.72; 83.41; 4073; 1
-691676164.11; 89999.97; 6066.16; 676.11; -7200; -4
193789949.51; 66898.73; 2041.13; 106.69; 2811; 0
-565684357.32; 86425.26; -715.51; 574.83; -6600; 0
-351352504.10; 110904.66; -1141.31; 533.93; -3201; 0
-449469350.77; 110917.81; 6467.76; 524.37; -3829; -2
300651315.42; 37405.42; -52.79; 584.57; 8049; 0
-391386463.85; 92776.48; 5364.56; 535.27; -3988; -2
141944281.54; 21371.19; 1626.91; 158.61; 6172; 1
444122234.34; 67345.03; 2750.02; 858.06; 6336; 1
-595755981.82; 71503.68; 1919.54; 349.42; -8114; -1
-499831160.61; 60791.81; -2536.43; 272.46; -8580; 2
-792196490.46; 82764.43; 3994.58; 778.89; -9131; -3
-51223841.41; 3230.03; 5115.33; 815.91; -6138; -3
-708737296.48; 90846.33; 3350.54; 442.22; -7524; -2
-267447715.86; 117148.92; 4307.80; 915.96; -2202; 0
-977660998.15; 121923.10; -2579.71; 195.04; -8192; 2
-270537773.06; 101369.66; 874.40; 478.97; -2646; 0
835275814.62; 90021.02; -1865.27; 303.29; 9475; -1
636238921.92; 119496.52; -1848.79; 61.31; 5408; -1
875357655.21; 118191.71; -2632.95; 524.16; 7575; -2
-23188291.91; 4033.42; 5931.47; 919.91; -2327; -1
49218369.23; 88679.82; 3145.50; 378.77; 536; 0
267225573.60; 111448.27; 6168.62; 688.70; 2272; 1
239039124.63; 71607.74; -2461.34; 19.46; 3457; 0
-71968669.10; 76426.53; 6296.08; 690.83; -870; 0
-313330600.16; 68392.11; -1023.67; 291.52; -4651; 0
-304393983.90; 66443.36; -2682.57; 262.99; -4774; 1
159638551.30; 59058.82; 1068.69; 3.87; 2655; 0
448814551.58; 107639.24; 6186.41; 470.96; 3943; 2
-369384858.01; 67174.37; 6658.30; 838.49; -5003; -3
-237883935.12; 49982.19; 1352.28; 746.38; -4634; 0
-191517819.43; 36562.22; 4927.78; 662.94; -4616; -2
68248332.31; 114129.73; 3337.28; 350.31; 581; 0
-165567940.06; 20554.06; -1556.02; 840.43; -8715; 1
351134820.64; 43271.51; 6295.80; 141.59; 7084; 4
-347164947.43; 78697.84; 293.04; 802.51; -4395; 0
419855700.12; 61122.06; 1711.77; 140.12; 6682; 1
215907098.21; 29375.61; 974.00; 808.57; 7114; 0
-186069328.21; 29814.71; -1100.30; 584.60; -6480; 0
-214014989.30; 30329.94; -1870.50; 428.93; -7520; 1
-561226956.21; 79400.60; 2975.30; 89.94; -6813; -2
-27547473.90; 50488.45; 5616.38; 450.88; -491; 0
741658620.45; 77152.72; 4223.03; 105.49; 9114; 3
-505953726.83; 53358.97; -982.81; 599.73; -9660; 0
-6393009.49; 46453.28; 6821.80; 536.65; -120; 0
38404923.79; 40003.68; 6379.08; 4.88; 828; 0
-70989272.67; 83517.47; -2201.00; 76.79; -873; 0
8331641.38; 34522.00; 5152.48; 751.32; 210; 0
-462774427.49; 116116.49; -2580.08; 615.40; -4076; 1
378745514.81; 102246.68; 5966.32; 999.65; 3500; 2
90036612.41; 17666.69; -1682.91; 323.02; 5633; 0
-127239986.60; 13385.16; 5390.11; 129.66; -6777; -3
107927954.54; 13509.79; -2437.98; 480.14; 9748; -2
-16693632.15; 4100.15; 4318.22; 895.33; -1983; 0
111435386.22; 122511.60; -2945.74; 845.14; 932; 0
284764536.76; 56431.33; 5126.07; 204.05; 4626; 2
-368761996.77; 40430.89; -2709.74; 583.10; -9776; 2
-196772754.16; 71184.92; -2646.87; 468.79; -2871; 0
-29794493.01; 40898.09; -27.73; 145.63; -729; 0
-555368161.15; 63079.09; -985.15; 100.52; -8944; 0
726460838.13; 121387.20; 6151.57; 277.88; 5696; 3
293740715.87; 35657.79; -2399.10; 643.26; 8832; -2
43796589.55; 108123.11; -2078.10; 670.62; 413; 0
-47539114.37; 28886.88; 65.08; 317.86; -1642; 0
-879528738.80; 90141.17; -16.29; 875.27; -9759; 0
-122755340.42; 60879.91; -1405.43; 997.55; -2064; 0
39354664.22; 13465.91; 3994.01; 606.18; 2254; 0
23090631.61; 45718.64; 4045.65; 802.99; 464; 0
-765810961.48; 96234.79; 1283.48; 127.78; -7853; -1
933578166.01; 112593.55; -1717.28; 159.39; 8420; -1
51387025.14; 115197.75; 6861.69; 937.03; 421; 0
-618749797.72; 77840.73; 3253.61; 634.82; -7630; -2
-817552840.06; 103255.59; -2372.96; 856.42; -8104; 1
-219392678.05; 24782.24; 5945.02; 408.57; -7140; -4
-27897121.20; 9825.03; 2884.36; 13.08; -2195; 0
208318809.03; 21148.81; 4157.17; 794.47; 8232; 3
131385495.91; 9952.57; 5396.20; 680.88; 8560; 4
-75735673.91; 18877.90; 5404.13; 203.73; -3119; -1
-391708199.62; 76129.41; -187.53; 755.71; -5158; 0
475995550.38; 98040.73; 6024.76; 113.62; 4574; 2
431106751.29; 52217.42; 2380.70; 14.34; 7896; 1
-613189549.07; 115323.15; 3673.47; 719.84; -5153; -1
-678397592.74; 72028.70; 3115.03; 87.90; -9028; -2
-132545626.01; 22894.92; 1367.50; 895.01; -5463; 0
26317486.97; 14979.79; 3805.00; 472.37; 1401; 0
-818716637.11; 104774.30; 3664.99; 460.92; -7550; -2
1222714491.83; 120255.44; 6162.52; 266.33; 9672; 5
14808143.25; 97114.36; 4311.28; 542.52; 146; 0
-48198255.62; 62751.56; -2653.99; 484.36; -802; 0
-160010902.95; 59253.25; 3446.94; 136.48; -2552; 0
25553707.06; 112117.19; 2989.59; 626.35; 222; 0
-219136706.20; 37057.63; 6473.70; 124.60; -5034; -3
-416753005.66; 68290.56; 4049.83; 723.09; -5761; -2
-566332362.02; 98721.86; -1480.73; 862.37; -5824; 0
-1153747059.14; 119257.21; 1528.71; 731.08; -9552; -1
247972748.16; 35724.00; -294.26; 231.61; 6999; 0
-164849853.61; 44514.51; 5546.18; 436.65; -3293; -1
151196073.40; 61507.86; -2122.13; 114.97; 2546; 0
-141773853.92; 73336.72; -2021.90; 125.62; -1988; 0
28251428.30; 6174.26; 5258.94; 543.52; 2471; 1
-45559690.75; 33728.83; 2004.26; 71.65; -1275; 0
-103535783.29; 25478.28; 4035.91; 824.88; -3508; -1
-24087766.21; 1189.44; 6048.47; 175.66; -3328; -2
731835354.45; 108442.76; 73.76; 640.30; 6744; 0
312740457.54; 63565.43; 1480.42; 487.10; 4808; 0
-414924560.59; 47097.40; 5160.11; 542.53; -7940; -4
-110612890.99; 15456.08; 3546.30; 924.54; -5821; -2
52714514.85; 18188.58; 2663.68; 248.55; 2528; 0
19529613.63; 20731.70; 682.35; 76.22; 912; 0
-513543202.44; 99700.89; 6578.75; 397.27; -4832; -3
336622200.95; 42369.76; 3572.95; 422.92; 7327; 2
-486889753.55; 69334.79; 1096.24; 99.17; -6913; 0
-303027518.67; 104869.30; 6784.17; 144.09; -2714; -1
28896138.79; 23711.25; 268.95; 745.00; 1205; 0
-664530048.22; 112767.86; 5877.03; 427.52; -5601; -3
-13981868.49; 13578.99; 2113.34; 348.40; -891; 0
-85260197.16; 56928.42; 6936.89; 409.49; -1335; 0
163665109.04; 101763.26; -1906.57; 775.50; 1639; 0
814373768.32; 88620.85; 2137.40; 657.73; 8973; 1
253813573.78; 109162.04; 1000.10; 181.59; 2304; 0
152685761.38; 22953.46; 6619.61; 769.50; 5163; 3
90861343.23; 9997.30; 689.76; 990.47; 8502; 0
7574396.00; 605.80; 3800.48; 551.59; 1719; 0
488292510.51; 66026.09; 1287.46; 787.78; 7254; 0
381510158.52; 85276.08; 6942.96; 584.88; 4137; 2
225748579.21; 121703.71; 3572.97; 84.03; 1802; 0
-171864897.89; 34265.36; 6106.95; 277.55; -4257; -2
14764164.15; 51845.14; 5602.96; 973.72; 257; 0
-119119944.55; 90160.85; -1331.66; 679.17; -1341; 0
15853938.99; 8809.09; 3471.26; 286.38; 1291; 0
581558894.42; 54639.32; 6888.28; 553.53; 9452; 6
-808947866.59; 90329.44; -2552.98; 137.66; -9216; 2
-424003641.77; 57526.98; -1075.95; 458.07; -7511; 0
-368427932.27; 60468.32; 88.54; 781.15; -6084; 0
-81044187.12; 18266.63; 4460.29; 835.44; -3566; -1
147578091.51; 55072.01; 1105.41; 625.13; 2627; 0
-465779592.81; 110126.05; 1038.53; 527.44; -4190; 0
-621746102.09; 63481.15; 4011.91; 659.87; -9212; -3
205003439.71; 49377.78; 4106.03; 936.38; 3833; 1
-62322504.18; 105005.68; 3570.11; 788.43; -574; 0
103474462.14; 60002.24; 5487.92; 800.73; 1580; 0
-116571945.42; 31289.03; 5265.36; 468.29; -3189; -1
303313843.69; 41446.06; 5455.72; 100.68; 6467; 3
-248289333.62; 119604.30; 6687.33; 625.63; -1966; -1
-343070878.28; 68777.19; 6424.67; 995.18; -4562; -2
-100543656.45; 34864.28; 3687.73; 329.25; -2608; 0
116673906.94; 122298.18; 6338.99; 738.85; 907; 0
245218211.21; 88009.57; 3081.89; 130.39; 2692; 0
99251917.97; 85408.01; 5398.87; 950.15; 1093; 0
-847726753.70; 110319.26; -807.99; 295.73; -7741; 0
41030521.19; 22859.17; 1828.27; 135.54; 1662; 0
-397399869.09; 97215.27; -217.50; 772.28; -4097; 0
-311725430.92; 44603.59; 1218.17; 767.68; -6803; 0
-1016718703.30; 120298.32; 3269.82; 222.25; -8228; -2
-225065063.56; 100386.17; -1759.94; 963.17; -2282; 0
270952729.42; 36747.35; 3417.60; 593.16; 6746; 2
343621959.95; 57561.45; -1128.22; 502.70; 6089; 0
18749719.80; 11138.95; -37.88; 403.13; 1689; 0
16720244.30; 13598.76; 6717.45; 143.30; 823; 0
850663938.44; 117425.61; 4480.94; 221.30; 6978; 3
349323256.55; 95520.85; 4371.42; 356.52; 3497; 1
-127663786.63; 32216.52; -987.61; 699.69; -4088; 0
107602128.27; 40388.48; -872.46; 893.35; 2723; 0
553132639.67; 83252.03; 5776.24; 910.49; 6213; 3
30686790.23; 96152.19; -255.97; 811.03; 320; 0
1132833828.17; 115119.57; -239.35; 387.51; 9861; 0
-1374414.06; 9943.69; 3400.13; 807.53; -103; 0
227346410.78; 47759.02; 5546.12; 139.85; 4265; 2
302741792.72; 71592.19; 2229.27; 662.51; 4101; 0
-416412746.81; 53528.97; 2350.35; 304.46; -7452; -1
448909310.23; 89293.37; 2545.69; 192.31; 4888; 1
-546465291.18; 64429.03; 3244.69; 573.37; -8075; -2
669877151.28; 65869.45; 3728.18; 854.02; 9625; 3
-828149500.26; 97234.11; -848.00; 53.02; -8592; 0
276919403.02; 108254.01; 3723.11; 905.48; 2473; 0
-436389846.45; 122938.69; -1076.12; 328.74; -3581; 0
331177116.91; 29130.92; 6266.37; 625.49; 9356; 5
-87813061.29; 35761.00; -266.63; 32.69; -2474; 0
-723314790.66; 83332.34; 2910.03; 606.87; -8387; -2
5888513.21; 3985.75; -933.12; 88.65; 1929; 0
-21846907.79; 44303.79; 4461.63; 87.65; -448; 0
-310277980.03; 101271.00; -1982.04; 824.16; -3125; 0
-303958574.64; 65811.70; -1454.60; 735.93; -4723; 0
842974237.19; 92794.00; 4953.47; 236.85; 8624; 4
180159687.42; 19963.31; -1878.62; 787.91; 9962; -1
103209482.40; 74734.50; 5397.09; 655.74; 1288; 0
242818822.10; 100604.73; 5568.78; 562.80; 2287; 1
186181519.49; 53973.45; 6027.04; 291.30; 3103; 1
864304993.14; 86919.35; 5233.86; 195.03; 9379; 4
-50131810.50; 93793.26; -437.93; 550.68; -537; 0
6054410.94; 3130.80; -258.69; 849.85; 2108; 0
-16493603.54; 6274.77; 1794.51; 202.64; -2044; 0
1000718735.11; 107208.49; 4929.42; 455.11; 8924; 4
-404349238.91; 57916.00; 4609.01; 523.87; -6467; -2
-553782830.85; 64220.85; 1455.48; 646.75; -8432; -1
287497862.58; 93034.86; 6068.16; 729.74; 2901; 1
-468359310.08; 121029.46; -37.65; 571.72; -3871; 0
-387721116.87; 42595.17; -1370.17; 828.50; -9405; 1
59846541.06; 20173.29; -2689.63; 680.57; 3423; 0
-272501603.26; 82278.13; 5853.05; 879.83; -3092; -1
-70015915.79; 30619.65; 2737.15; 270.80; -2099; 0
-211791311.44; 92052.42; -1465.89; 173.79; -2338; 0
228979452.94; 69883.86; -200.52; 933.02; 3286; 0
-482678770.45; 66454.50; 5234.02; 527.61; -6733; -3
101776690.24; 99053.78; 2926.87; 184.54; 998; 0
-229559743.04; 75493.85; 443.88; 456.40; -3023; 0
163748873.15; 36188.20; 1813.39; 246.50; 4309; 0
-386132898.34; 97278.01; 6381.83; 597.08; -3725; -2
38605395.97; 31541.75; 5578.83; 842.95; 1040; 0
-47597517.47; 21139.82; 4231.99; 669.75; -1876; 0
236770837.22; 43191.21; -383.25; 595.58; 5531; 0
-704449918.95; 76624.23; 2438.62; 400.72; -8910; -2
481646088.58; 45620.03; 3447.42; 530.60; 9816; 3
932920143.71; 96643.52; 6316.44; 260.36; 9061; 5
-55424553.28; 14956.47; 3592.58; 643.32; -2988; -1
-345549674.49; 60703.18; -576.22; 941.87; -5747; 0
115711195.94; 123294.18; -2003.62; 335.83; 954; 0
69968171.83; 10137.21; 740.92; 88.77; 6432; 0
-711649645.17; 88798.99; -930.16; 354.19; -8099; 0
76784301.97; 106235.89; 3299.49; 452.81; 701; 0
101300908.75; 50974.82; -1918.69; 961.65; 2065; 0
259658249.96; 43259.81; -990.85; 432.89; 6143; 0
-168410099.04; 22497.55; -939.68; 929.62; -7812; 0
65780044.43; 80184.54; 1125.77; 433.14; 809; 0
-176295564.39; 36143.47; 6750.83; 768.48; -4110; -2
-524449746.18; 53139.00; 4785.64; 69.29; -9054; -4
23203273.27; 37045.60; 6899.99; 76.95; 528; 0
-888504843.28; 95364.76; -1571.36; 651.17; -9473; 1
-214633003.27; 17957.63; 4630.56; 787.89; -9502; -4
359024978.48; 83767.44; -2448.08; 128.68; 4415; -1
745777144.07; 97327.24; 4221.94; 518.63; 7344; 3
-67276237.98; 97287.84; 782.48; 950.25; -686; 0
310781523.36; 50672.07; -835.39; 430.31; 6236; 0
189469630.31; 98412.90; -546.36; 148.68; 1936; 0
-38203174.75; 8346.41; 1019.41; 247.08; -4079; 0
-182032936.91; 42061.69; 2078.20; 606.14; -4124; 0
-16701344.38; 18098.59; 6141.39; 774.31; -689; 0
768609974.37; 107558.74; 6664.76; 231.63; 6729; 4
-152975024.53; 14259.21; 3965.12; 253.45; -8394; -3
311181926.15; 66666.01; 4656.92; 777.29; 4363; 2
396776424.41; 49524.96; -2624.68; 416.00; 8460; -2
-890965464.35; 121340.75; 5812.87; 68.96; -7007; -4
-856008007.01; 108376.92; 2548.05; 980.68; -7717; -1
-1010508309.48; 110571.06; -2576.16; 586.58; -9357; 2
-538929807.62; 75458.82; -1419.83; 8.00; -7279; 1
-498546206.80; 55108.24; -1472.28; 872.00; -9295; 1
478585239.73; 100098.67; 107.61; 811.34; 4776; 0
83927537.69; 6566.06; 4883.80; 225.39; 7330; 3
309041661.31; 71989.91; -2086.80; 0.92; 4421; 0
314945767.18; 64570.06; 5495.73; 829.35; 4495; 2
-111277790.07; 70080.44; 5773.54; 822.59; -1467; 0
70763261.67; 20989.04; 1575.78; 236.04; 3136; 0
-240737459.96; 120982.21; 1343.74; 845.71; -1968; 0
387887875.22; 61513.94; -2429.73; 132.66; 6565; -1
156363884.41; 78733.45; -824.19; 132.91; 2007; 0
142573969.45; 10393.55; 3928.30; 994.34; 9955; 3
765922063.74; 75954.58; 5457.20; 401.81; 9408; 5
-508558180.64; 92345.61; 5793.75; 698.93; -5182; -3
294122271.62; 71446.41; -1467.28; 942.46; 4203; 0
-809078255.05; 87231.35; 340.71; 894.23; -9239; 0
53681441.95; 52940.90; 4657.21; 9.90; 932; 0
-583472655.77; 63569.38; 4260.50; 579.93; -8602; -3
-1082777201.47; 108173.75; 4066.04; 626.63; -9647; -3
434175923.86; 44635.61; 347.39; 925.18; 9652; 0
-432725764.36; 121129.24; 1178.78; 603.76; -3538; 0
207425708.35; 81080.76; -181.50; 289.10; 2564; 0
-444410747.83; 51112.47; 5385.21; 498.37; -7866; -4
1025372148.20; 109456.94; -2099.37; 992.59; 9551; -2
-63278138.19; 73515.40; 4031.33; 988.24; -816; 0
-452409027.21; 69795.42; 6819.15; 820.54; -5905; -4
-528387704.79; 67169.54; 1115.25; 919.23; -7738; 0
-96510273.81; 121240.39; 3.67; 578.68; -796; 0
-69926890.74; 19382.50; 6203.63; 704.04; -2733; -1
583961543.44; 106874.30; 4123.91; 405.04; 5261; 2
186890982.52; 94682.01; 1208.69; 641.32; 1949; 0
50613103.43; 34307.71; 1767.20; 816.36; 1403; 0
-9874529.04; 13978.14; 68.13; 259.45; -703; 0
-220810780.48; 79344.93; 5517.02; 986.76; -2602; -1
-317911874.03; 39093.57; -1106.73; 162.22; -8369; 0
-420573813.76; 43934.39; -807.46; 678.98; -9752; 0
512225928.55; 83590.57; 546.41; 134.63; 6088; 0
3766658.95; 51671.99; -2754.34; 380.06; 77; 0
-15970596.64; 4989.93; 6062.39; 48.32; -1445; 0
-359722528.08; 60487.24; 1416.48; 202.65; -5811; 0
768805149.76; 109765.22; -123.87; 343.00; 7012; 0
-50118689.51; 61764.78; 6146.72; 396.94; -738; 0
560146719.66; 111544.46; 4068.90; 219.91; 4845; 1
307496394.07; 48144.98; 1299.69; 766.27; 6219; 0
928231107.31; 102468.47; 4335.25; 940.89; 8691; 3
98773972.80; 105235.52; 3307.31; 151.23; 910; 0
-429331600.76; 88850.02; 6345.46; 382.47; -4510; -2
212464430.06; 40876.47; 1667.47; 179.50; 4994; 0
288580722.95; 101826.50; 6662.50; 233.11; 2660; 1
577726149.26; 83660.37; 716.16; 313.83; 6847; 0
-565406280.36; 62993.89; 1373.86; 89.02; -8784; -1
-681825704.17; 100046.82; 1219.44; 453.96; -6733; 0
494434593.49; 61547.72; 2374.01; 770.28; 7735; 1
-564674189.61; 68934.38; 4610.06; 144.79; -7678; -3
-7949890.69; -134.89; 4180.64; 589.89; -1965; 0
